기준_년분기_코드	상권_구분_코드	상권_구분_코드_명	상권_코드	상권_코드_명	서비스_업종_코드	서비스_업종_코드_명	당월_매출_금액	당월_매출_건수	주중_매출_금액	주말_매출_금액	월요일_매출_금액	화요일_매출_금액	수요일_매출_금액	목요일_매출_금액	금요일_매출_금액	토요일_매출_금액	일요일_매출_금액	시간대_00~06_매출_금액	시간대_06~11_매출_금액	시간대_11~14_매출_금액	시간대_14~17_매출_금액	시간대_17~21_매출_금액	시간대_21~24_매출_금액	남성_매출_금액	여성_매출_금액	연령대_10_매출_금액	연령대_20_매출_금액	연령대_30_매출_금액	연령대_40_매출_금액	연령대_50_매출_금액	연령대_60_이상_매출_금액	주중_매출_건수	주말_매출_건수	월요일_매출_건수	화요일_매출_건수	수요일_매출_건수	목요일_매출_건수	금요일_매출_건수	토요일_매출_건수	일요일_매출_건수	시간대_건수~06_매출_건수	시간대_건수~11_매출_건수	시간대_건수~14_매출_건수	시간대_건수~17_매출_건수	시간대_건수~21_매출_건수	시간대_건수~24_매출_건수	남성_매출_건수	여성_매출_건수	연령대_10_매출_건수	연령대_20_매출_건수	연령대_30_매출_건수	연령대_40_매출_건수	연령대_50_매출_건수	연령대_60_이상_매출_건수	아이디	상권명	시도명	시군구명	읍면동명	면적	업체수	위도	경도	데이터기준일자	이미지명	Conversion	RelSales	최소유동	최대유동	TimeRatio	ColdSpot
20242	A	골목상권	3110210	서울시립대	CS300002	편의점	1761280997	284113	1335334723	425946274	269772634	285095184	261115841	271615169	247735895	222610197	203336077	145776403	235821450	276106707	266039177	548940135	288597125	911050370	829375405	49863056	646838785	382313707	242240121	332578791	86591315	224131	59982	45896	51003	43424	45877	37931	31448	28534	25333	52147	47352	39436	77738	42107	154221	128296	10798	114489	58212	33463	52550	13007	U03	서울시립대	서울특별시	서울특별시 동대문구	전농동	1202843	155	37.58572927	127.0541022	2022-12-12	U03_0001_서울시립대	6199.227057544005	2.636189210886114	145776403	548940135	3.7656309505729815	1
20242	R	전통시장	3130086	서울약령시장	CS100001	한식음식점	2098794619	45604	1661883562	436911057	210507239	457658621	325789652	311969509	355958541	300843906	136067151	53390360	305872833	634794892	282499198	685603453	136633883	1404990289	496793567	841808	76718586	210760238	426921592	675902789	510638842	35169	10435	6974	6900	7011	6860	7424	7137	3298	731	1438	23642	6396	11381	2016	27724	14234	22	2036	4787	6228	11585	17301	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	46022.16075344268	2.0276630128136466	53390360	685603453	12.841334147213093	1
20242	R	전통시장	3130086	서울약령시장	CS100002	중식음식점	98021815	4835	80575309	17446506	16298708	18594302	21140975	10330169	14211155	17446506	0	0	710199	55374004	16212624	25509776	215212	62074266	16707612	380208	6707435	7058948	19598623	23135272	21901390	4131	704	931	904	1018	560	718	704	0	0	42	2884	876	1019	14	3371	846	14	301	373	1148	1033	1349	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	20273.38469493278	0.6726198367013303	1	55374004	55374004	1
20242	R	전통시장	3130086	서울약령시장	CS100009	호프-간이주점	15863226	560	11642889	4220337	2158358	4592456	872175	2997033	1022867	2475153	1745184	0	548803	4166691	4521991	5566679	1059062	12162969	3700257	0	103242	2804524	474944	2539352	9941164	373	187	94	67	63	103	46	115	72	0	36	154	215	150	5	427	133	0	10	52	26	57	415	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	28327.189285714285	0.0549931405714288	1	5566679	5566679	1
20242	R	전통시장	3130086	서울약령시장	CS100010	커피-음료	9000000	1901	7263677	1736323	1246890	1556588	1439840	1579861	1440498	1146622	589701	0	3358453	3309000	1920319	412228	0	4479828	4190763	0	2650464	1865822	1040085	818359	2295862	1709	192	320	338	321	367	363	152	40	0	1035	573	241	52	0	1015	869	0	721	560	221	123	258	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	4734.350341925302	0.06851254519770088	1	3358453	3358453	1
20242	R	전통시장	3130086	서울약령시장	CS200006	일반의원	1520046379	18465	1348357474	171688905	297630477	333859285	161046305	219244482	336576925	171688905	0	0	601606762	279313330	521348971	117777316	0	635902571	884143808	84599	201193581	414864757	386413410	301478514	216011518	16693	1772	3631	3782	2407	2988	3885	1772	0	0	8166	3372	5332	1595	0	8230	10235	23	2636	3348	3988	3635	4835	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	82320.41045220688	1.1457890688268089	1	601606762	601606762	1
20242	R	전통시장	3130086	서울약령시장	CS200007	치과의원	639273785	3335	572682960	66590825	157161501	139455042	65906683	132267986	77891748	66590825	0	0	89983693	228965922	169533358	150790812	0	360203016	279070769	0	21325813	55045285	93501812	125861596	343539279	3015	320	762	591	568	646	448	320	0	0	697	1062	921	655	0	1810	1525	0	138	283	510	497	1907	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	191686.29235382308	1.7747259521844458	1	228965922	228965922	1
20242	R	전통시장	3130086	서울약령시장	CS200008	한의원	2301615477	53903	1745900054	555715423	395649847	379392303	351155036	291587170	328115698	474811450	80903973	0	413642974	878997579	828003701	173796597	7174626	927760688	1368689201	0	54226521	176234593	407727661	373053732	1285207383	47943	5960	10017	10611	8180	9088	10047	4876	1084	0	16228	17736	16903	3006	30	20929	32944	0	1083	2611	5065	5565	39550	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	42699.20926479046	1.9997984586238016	1	878997579	878997579	1
20242	R	전통시장	3130086	서울약령시장	CS200025	자동차수리	922787	19	847457	75330	207156	338983	0	301318	0	75330	0	0	282486	188324	0	451977	0	715631	207156	0	0	451977	0	0	470810	15	4	3	8	0	4	0	4	0	0	7	4	0	8	0	15	4	0	0	7	0	0	12	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	48567.73684210526	0.3873517056538908	1	451977	451977	1
20242	R	전통시장	3130086	서울약령시장	CS200028	미용실	34133910	822	20309248	13824662	2860281	1818330	4715106	6367320	4548211	8837756	4986906	0	0	6436801	11635465	14927438	1134206	12769867	21057988	0	2070377	1782323	8842040	8658114	12475001	545	277	92	72	105	135	141	187	90	0	0	165	218	421	18	382	422	0	54	90	187	240	233	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	41525.437956204376	0.5242923177225284	1	14927438	14927438	1
20242	R	전통시장	3130086	서울약령시장	CS200030	피부관리실	11000000	8	11000000	0	0	0	0	11000000	0	0	0	0	0	0	0	11000000	0	0	11000000	0	0	0	0	0	11000000	8	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	8	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	1375000	1	1	11000000	11000000	1
20242	R	전통시장	3130086	서울약령시장	CS300001	슈퍼마켓	1596465499	83232	1198551451	397914048	240045214	214281298	257583672	246024575	240616692	245329299	152584749	82798	346553371	400489638	452784062	396283799	271831	794583185	770313605	3627064	17585171	149557511	177471551	356465515	860189978	62764	20468	12729	12266	11938	12147	13684	12519	7949	118	16227	20112	24684	22082	9	43514	39017	74	1979	5561	10757	17670	46490	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	19180.909974529026	3.018504640358811	82798	452784062	5468.538636198942	1
20242	R	전통시장	3130086	서울약령시장	CS300002	편의점	211565208	27924	154965184	56600024	32307371	27841841	29486486	32521060	32808426	27974512	28625512	22150668	32895837	33431182	27614591	54080669	41392261	146405193	65160015	369466	26802365	59271735	54379381	41689616	29052645	20262	7662	4085	3775	4179	4215	4008	3913	3749	2919	4621	4993	4008	6511	4872	19788	8136	62	4244	7629	6815	5292	3882	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	7576.464976364417	0.316659249533978	22150668	54080669	2.441491561338015	1
20242	R	전통시장	3130086	서울약령시장	CS300006	미곡판매	47471258	1113	47471258	0	0	0	0	26702582	20768676	0	0	0	0	47471258	0	0	0	0	47471258	0	0	0	16689114	0	30782144	1113	0	0	0	0	742	371	0	0	0	0	1113	0	0	0	0	1113	0	0	0	371	0	742	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	42651.62443845463	0.008343339021889625	1	47471258	47471258	1
20242	R	전통시장	3130086	서울약령시장	CS300007	육류판매	103222875	1991	67128154	36094721	21449030	9976365	17041013	9431974	9229772	33730506	2364215	0	11752638	8937355	39662820	35186363	7683699	36119607	65236782	0	0	42272788	22634249	12234814	24214539	1648	343	342	280	467	311	248	312	31	0	217	249	497	997	31	995	964	0	0	684	623	249	404	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	51844.7388247112	0.04786984685888867	1	39662820	39662820	1
20242	R	전통시장	3130086	서울약령시장	CS300009	청과상	23560650081	274277	17251281837	6309368244	2286055746	3642442004	2826242325	5806880530	2689661232	4881933797	1427434447	0	6293678348	9454076291	6752026599	1060868843	0	10308626279	13139219050	6199727	26362534	1296022048	2113621800	5822930361	14182708859	194144	80133	37364	41483	39056	40993	35248	52830	27303	0	38902	119352	100435	15588	0	144698	127820	103	1663	7923	22273	32107	208448	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	85900.93256452419	0.41715777837052315	1	9454076291	9454076291	1
20242	R	전통시장	3130086	서울약령시장	CS300010	반찬가게	2973679357	9755	2803133639	170545718	98347867	453810651	887516104	166569680	1196889337	153836970	16708748	0	148971224	494032500	2273465330	57210303	0	2201116265	717069257	0	0	3275275	634896448	1567778908	712234891	8044	1711	451	1691	1404	2486	2012	1355	356	0	1070	3932	4358	395	0	4716	4675	0	0	264	1707	1811	5609	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	304836.42819067143	1.2455913167262045	1	2273465330	2273465330	1
20242	R	전통시장	3130086	서울약령시장	CS300018	의약품	12409343334	22454	11639666493	769676841	3074372145	1978860523	2342944712	3183727951	1059761162	514722412	254954429	0	692601494	3570461077	6818656895	1327623868	0	5102632984	7086297671	0	30331943	747690224	3254438595	1002527808	7153942084	17091	5363	3533	3015	4086	3230	3227	3192	2171	0	3783	7657	8142	2872	0	12481	9817	0	479	2014	3466	5138	11201	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	552656.2453905763	4.4310326683853445	1	6818656895	6818656895	1
20242	R	전통시장	3130086	서울약령시장	CS300019	의료기기	153516541	1774	149527557	3988984	42703147	16038290	28949169	54365789	7471162	3988984	0	0	37865460	75527269	25215276	14908536	0	40437907	106363457	0	0	54479232	0	20135499	72186632	1606	168	348	316	211	541	190	168	0	0	412	560	697	105	0	728	919	0	0	138	0	344	1165	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	86536.94532130778	0.7834725587580276	1	75527269	75527269	1
20242	R	전통시장	3130086	서울약령시장	CS300022	화장품	9426230	30	8782202	644028	0	4683841	0	4098361	0	351288	292740	0	0	878220	4449649	4098361	0	292740	9133490	0	0	0	0	0	9426230	18	12	0	12	0	6	0	6	6	0	0	12	12	6	0	6	24	0	0	0	0	0	30	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	314207.6666666667	0.39597670339295127	1	4449649	4449649	1
20242	R	전통시장	3130086	서울약령시장	CS300033	철물점	769868620	4293	535428916	234439704	0	236400200	37599800	221868620	39560296	234439704	0	0	2506654	143223281	356700812	267437873	0	491401472	227877578	0	0	415817321	0	160238448	143223281	3393	900	0	911	912	1121	449	900	0	0	456	1009	1922	906	0	2476	456	0	0	1361	0	560	1010	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	179331.14838108548	4.01613545445956	1	356700812	356700812	1
20242	R	전통시장	3130086	서울약령시장	CS300036	조명용품	53183667	1333	50886017	2297650	3049216	43864230	0	2134451	1838120	2297650	0	0	2297650	0	45702350	5183667	0	51049216	2134451	0	0	2447963	0	4277493	46458211	1123	210	610	104	0	305	104	210	0	0	209	0	209	915	0	1028	305	0	0	409	0	409	515	M11	서울약령시장	서울특별시	서울특별시 동대문구	제기동	1979899	553	37.58182083	127.0371997	2022-12-12	M11_0001_서울약령시장	39897.72468117029	0.014702678921369929	1	45702350	45702350	1
20242	R	전통시장	3130088	경동시장	CS100001	한식음식점	642645730	24236	411387535	231258195	56250021	72443903	96010080	84223387	102460144	149477805	81780390	0	9706922	296086828	131137065	179888863	25826052	355500321	240365398	208265	39974148	108201135	120426031	140032899	187023239	15671	8565	2543	2701	3256	3095	4076	5862	2703	0	446	12648	4860	5600	682	12988	10033	13	1771	3866	4673	5241	7458	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	26516.16314573362	0.6208654078237015	1	296086828	296086828	1
20242	R	전통시장	3130088	경동시장	CS100008	분식전문점	111453924	7212	75188718	36265206	18672830	9322462	16500361	13856831	16836234	21561798	14703408	0	18275647	45381201	39068456	8728620	0	44011158	66434473	0	590572	10443037	16806420	27735611	54869990	4822	2390	1318	640	913	923	1028	1548	842	0	1044	2663	2513	992	0	2986	4168	0	115	922	1159	1719	3238	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	15453.955074875208	0.7437754594999397	1	45381201	45381201	1
20242	R	전통시장	3130088	경동시장	CS200008	한의원	142762925	4968	129421698	13341227	38400498	13505234	34507755	19213245	23794966	13341227	0	0	19670693	75606168	33693114	13792950	0	41966879	100796046	281780	450848	3427393	6248218	10148977	122205709	4267	701	889	669	743	770	1196	701	0	0	1398	1647	1636	287	0	2064	2904	28	56	186	216	849	3633	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	28736.498590982286	0.12404203926181079	1	75606168	75606168	1
20242	R	전통시장	3130088	경동시장	CS300006	미곡판매	13257398781	398531	10173176128	3084222653	1702497703	1756921844	2236126515	2494866303	1982763763	1630608240	1453614413	431445454	4311272876	3538892697	4596070455	379717299	0	4600203898	8444785473	0	13047480	165833620	1168799906	1370315499	10326992866	293061	105470	56664	62585	52932	63364	57516	69445	36025	4093	93552	148325	134267	18294	0	163835	232183	0	1103	8304	39243	49988	297379	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	33265.66510760769	2.330061962509383	1	4596070455	4596070455	1
20242	R	전통시장	3130088	경동시장	CS300007	육류판매	7465059110	187668	4851333745	2613725365	786627330	911809877	1011753694	974766719	1166376125	1620121471	993603894	7616323	1904004205	2557112407	2465636807	530689368	0	3148155751	4316903359	3422317	67843671	354537881	739047687	1539688851	4760518703	122450	65218	20530	22970	24792	24645	29513	38201	27017	140	42326	62988	65336	16878	0	79808	107860	60	2291	9285	19067	35866	121099	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	39778.007491953875	3.4619384161529285	1	2557112407	2557112407	1
20242	R	전통시장	3130088	경동시장	CS300008	수산물판매	6407363142	147754	4619169707	1788193435	840418387	930497589	925028404	933282133	989943194	1277846740	510346695	16751360	1393092339	2320571277	2076865779	600082387	0	2571089041	3629711620	723558	100603210	240404306	809138538	1120783819	3929147231	105515	42239	19049	20852	20644	22029	22941	29280	12959	339	28239	53822	52503	12851	0	54972	91415	27	879	5802	14448	23342	101888	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	43365.07398784466	0.9219955414479464	1	2320571277	2320571277	1
20242	R	전통시장	3130088	경동시장	CS300009	청과상	60542781287	2189015	40102501024	20440280263	9769525480	7396327884	7269163615	7517676548	8149807497	10218403151	10221877112	1752216441	15691265111	19479510536	18184090991	3486446306	1949251902	23313007438	37229773849	2281284	229712445	1863755249	7215651455	8724269398	42507111456	1495383	693632	285282	296492	296506	306594	310509	405931	287701	7856	436950	806879	780279	156323	728	886543	1302472	497	15382	87063	179604	342689	1563780	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	27657.545191330348	1.0719522615559958	1752216441	19479510536	11.1170686909449	1
20242	R	전통시장	3130088	경동시장	CS300010	반찬가게	1131872586	28088	846942901	284929685	205538170	176871929	156032456	130837723	177662623	201833742	83095943	1554838	318622353	417021491	339882865	54791039	0	387348510	736761127	0	9588324	60731929	81919783	112102257	859767345	19610	8478	3589	3985	3993	4300	3743	5930	2548	75	5625	10655	9755	1978	0	11079	16597	0	557	2049	2587	3005	19478	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	40297.37204500142	0.47410984692860886	1	417021491	417021491	1
20242	R	전통시장	3130088	경동시장	CS300018	의약품	442332873	20388	371855109	70477764	71018337	69784313	77436513	68198967	85416979	59726570	10751194	17460109	79434166	134507003	170413879	40517716	0	219950219	222382654	0	11542164	23033167	30737002	74818914	302201626	17578	2810	4106	3368	3268	3060	3776	2557	253	381	4894	6269	6958	1886	0	10947	9441	0	729	1520	2465	4452	11222	M18	경동시장	서울특별시	서울특별시 동대문구	제기동	221096	301	37.57906626	127.0390814	2022-12-12	M18_0001_경동시장	21695.74617422013	0.15794481285674658	1	170413879	170413879	1
20242	R	전통시장	3130089	청량리수산시장	CS100001	한식음식점	1478842	63	1478842	0	0	454343	0	650335	374164	0	0	0	0	1478842	0	0	0	632516	846326	0	0	160356	0	561247	757239	63	0	0	18	0	27	18	0	0	0	0	63	0	0	0	27	36	0	0	9	0	27	27	M05	청량리수산시장	서울특별시	서울특별시 동대문구	용두동	307328	112	37.57800897	127.0412383	2022-12-12	M05_0001_청량리수산시장	23473.68253968254	0.0014287216090843992	1	1478842	1478842	1
20242	R	전통시장	3130089	청량리수산시장	CS300008	수산물판매	28716372323	672486	21684007991	7032364332	4136211639	4356914876	4217925878	4378637300	4594318298	5416570980	1615793352	3763413933	11006273120	6774605081	5739373529	1432706660	0	10881759501	17684731537	8388950	160233094	1327245957	2927459224	4267528560	19875635254	502192	170294	91085	104489	96570	102967	107081	120942	49352	26199	221320	195878	174863	54226	0	248116	422237	316	6059	33365	60538	106771	463305	M05	청량리수산시장	서울특별시	서울특별시 동대문구	용두동	307328	112	37.57800897	127.0412383	2022-12-12	M05_0001_청량리수산시장	42701.81434706447	4.132178348814619	1	11006273120	11006273120	1
20242	R	전통시장	3130090	청량리종합시장	CS100001	한식음식점	906574394	32436	561376342	345198052	115682788	117330891	83939474	111140247	133282942	204758215	140439837	2699466	18155951	297590274	218553557	312559709	57015437	585079474	298908754	408571	45185737	135352447	158153679	198595694	346292098	20821	11615	4208	4198	3353	4132	4930	7151	4464	13	862	12594	8604	9111	1252	20376	11419	37	1477	4033	5279	6712	14255	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	27949.63602170428	0.8758490947311437	2699466	312559709	115.78575503451424	1
20242	R	전통시장	3130090	청량리종합시장	CS100010	커피-음료	21988632	544	13025266	8963366	1319318	4517664	1135413	4253801	1799070	3142375	5820991	0	159917	935516	5013408	10794420	5085371	20600471	1388161	0	0	719628	0	4264573	17004431	296	248	56	80	32	104	24	144	104	0	8	48	128	288	72	478	66	0	0	8	0	132	404	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	40420.279411764706	0.16738857152617911	1	10794420	10794420	1
20242	R	전통시장	3130090	청량리종합시장	CS300006	미곡판매	6393538874	113994	5370604522	1022934352	727282216	1199430537	736268492	955620389	1752002888	974745237	48189115	509868403	2688331248	1477131286	1691410508	26797429	0	2883416876	3496681411	0	0	327550791	864313234	1921439959	3266794304	90669	23325	18337	18599	14938	18673	20122	17972	5353	6018	46605	32615	26400	2356	0	53115	60549	0	0	5217	20046	37097	51304	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	56086.626261031284	1.1237002056152052	1	2688331248	2688331248	1
20242	R	전통시장	3130090	청량리종합시장	CS300007	육류판매	4046148410	133939	2826753831	1219394579	557045321	500549358	609919848	588653458	570585846	946509877	272884702	78923306	1252980530	1108553935	1294705918	307787714	3197007	1826544056	2219604354	313278	53516518	284258702	392270776	855605283	2460183853	95094	38845	18746	17395	18144	19786	21023	28156	10689	1500	32240	43293	42380	14386	140	58080	75859	31	3453	9254	13520	25497	82184	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	30208.889195827953	1.8764106769457436	3197007	1294705918	404.9743769719616	1
20242	R	전통시장	3130090	청량리종합시장	CS300008	수산물판매	10139735655	480036	6539497705	3600237950	1253002858	1316195684	1271304942	1299086383	1399907838	2055871038	1544366912	71628620	2265713566	3504815753	3396874239	900703477	0	4226433680	5913301975	3041546	86217817	659359451	1274412185	2353473990	5763230666	303614	176422	53785	60719	63077	60087	65946	98439	77983	508	96409	163817	167688	51614	0	198654	281382	178	4851	24455	63913	109315	277324	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	21122.86506637002	1.4590699572012447	1	3504815753	3504815753	1
20242	R	전통시장	3130090	청량리종합시장	CS300009	청과상	147504237822	5525799	106764550714	40739687108	21268440783	24163139849	18580323347	20297829110	22454817625	26814341397	13925345711	816340256	42412881838	45322183103	45256922772	13601536601	94373252	59273643202	77344018303	14513986	1171150899	8908185255	15501004599	26505548532	84517258234	3787429	1738370	720784	752173	743113	749009	822350	1005950	732420	16548	1024559	1792139	1988540	700847	3166	2379843	3002036	1430	62709	272022	606469	1062797	3376451	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	26693.739280418995	2.6116656347986114	94373252	45322183103	480.2439477554509	1
20242	R	전통시장	3130090	청량리종합시장	CS300010	반찬가게	2445795799	70284	2003725411	442070388	265252888	640567889	383342119	377679260	336883255	319838745	122231643	208415144	685447092	527023742	871402742	153507079	0	1005833350	1357160655	0	73521410	33933998	160325529	336795552	1758417517	51403	18881	9548	11707	9396	10975	9777	12325	6556	1150	16578	21537	24946	6073	0	29260	39860	0	686	2294	8034	13458	44647	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	34798.756459507145	1.0244756222786764	1	871402742	871402742	1
20242	R	전통시장	3130090	청량리종합시장	CS300035	인테리어	116958177	8409	86969564	29988613	18193117	17769264	17403598	17485067	16118518	16166948	13821665	0	31153182	38538552	36749649	10516794	0	47552979	65186918	0	2714218	4558138	10669541	18452829	76345170	6150	2259	1337	1142	1291	1261	1119	1306	953	0	2373	2477	2681	878	0	3497	4882	0	130	340	773	1348	5788	M12	청량리종합시장	서울특별시	서울특별시 동대문구	제기동	243680	133	37.57967067	127.040587	2022-12-12	M12_0001_청량리종합시장	13908.690331787371	1.6909888291233595	1	38538552	38538552	1
20242	R	전통시장	3130091	청량종합도매시장	CS100001	한식음식점	59820355	1455	31819941	28000414	8305163	2730232	6922560	7855477	6006509	12768839	15231575	1626543	4285714	10256815	3742210	27528157	12380916	42040624	16069909	0	7820827	13012950	4197243	11616630	21462884	859	596	192	96	190	201	180	313	283	33	86	305	138	640	253	1030	373	0	172	233	97	327	573	M02	청량종합도매시장	서울특별시	서울특별시 동대문구	제기동	463618	92	37.58216569	127.0406468	2022-12-12	M02_0001_청량종합도매시장	41113.646048109964	0.057792944649665064	1626543	27528157	16.924334001621844	1
20242	R	전통시장	3130091	청량종합도매시장	CS100009	호프-간이주점	33050705	561	24787357	8263348	14745762	5659563	842615	1685231	1854186	3631400	4631948	702179	0	0	464843	14048332	17835351	18150260	14325859	0	0	0	14043583	3201937	15230599	317	244	42	99	28	84	64	136	108	14	0	0	42	379	126	483	56	0	0	0	28	98	413	M02	청량종합도매시장	서울특별시	서울특별시 동대문구	제기동	463618	92	37.58216569	127.0406468	2022-12-12	M02_0001_청량종합도매시장	58913.91265597148	0.11457707694827174	1	17835351	17835351	1
20242	R	전통시장	3130091	청량종합도매시장	CS300001	슈퍼마켓	274268646	2350	237700189	36568457	42634475	51225608	36072311	50961868	56805927	32011762	4556695	9460691	81119615	21493500	43783442	98565620	19845778	85214114	189054532	0	0	4964055	135499657	86634653	47170281	1777	573	392	419	287	366	313	495	78	78	812	469	391	312	288	1071	1279	0	0	157	677	522	994	M02	청량종합도매시장	서울특별시	서울특별시 동대문구	제기동	463618	92	37.58216569	127.0406468	2022-12-12	M02_0001_청량종합도매시장	116710.06212765958	0.5185712946346158	9460691	98565620	10.418437722995074	1
20242	R	전통시장	3130091	청량종합도매시장	CS300008	수산물판매	86700748	4702	69485051	17215697	21294921	7190493	17423117	10578321	12998199	13620450	3595247	0	7397911	41552750	35814185	1935902	0	32633773	54066975	0	0	2212460	6015124	16939140	61534024	3388	1314	831	621	761	553	622	969	345	0	484	2421	1659	138	0	1935	2767	0	0	207	484	761	3250	M02	청량종합도매시장	서울특별시	서울특별시 동대문구	제기동	463618	92	37.58216569	127.0406468	2022-12-12	M02_0001_청량종합도매시장	18439.121225010633	0.012475912684301226	1	41552750	41552750	1
20242	R	전통시장	3130091	청량종합도매시장	CS300009	청과상	3652544566	54348	3169475774	483068792	447458447	670540683	523803294	267595162	1260078188	381206647	101862145	602477309	1753498820	826335932	401651539	68580966	0	1567786744	1973216706	0	0	89025857	261384055	562622710	2627970827	43477	10871	7245	7763	12939	6731	8799	8282	2589	1552	16563	15529	13975	6729	0	23809	24845	0	0	2072	7247	13976	25360	M02	청량종합도매시장	서울특별시	서울특별시 동대문구	제기동	463618	92	37.58216569	127.0406468	2022-12-12	M02_0001_청량종합도매시장	67206.60495326415	0.06467085463743774	1	1753498820	1753498820	1
